,場次,季賽場次,比賽時間,年紀,所在隊伍,主客場,對手,是否先發,上場時間,二分球命中數,二分球投球數,二分球命中率,三分球命中數,三分球投球數,三分球命中率,罰球命中數,罰球投球數,罰球命中率,進攻籃板,防守籃板,全部籃板,助攻,抄截,火鍋,失誤,犯規,得分,Game Score(貢獻值),正負值,勝分,輸贏
0,67,67,2009-03-17,24-077,CLE,0,ORL,1,42:40,15,27,0.556,4,7,0.5710000000000001,9,10,0.9,2,10,12,8,4,1,6,1,43,38.0,5,+4,W
0,68,68,2009-03-19,24-079,CLE,0,POR,1,46:47,10,22,0.455,0,3,0.0,6,11,0.545,0,11,11,10,1,2,0,4,26,23.7,-1,+5,W
0,69,69,2009-03-21,24-081,CLE,0,ATL,1,40:03,9,21,0.429,1,4,0.25,3,5,0.6,1,6,7,5,3,1,2,2,22,17.0,10,+6,W
0,70,70,2009-03-22,24-082,CLE,1,NJN,1,39:09,9,17,0.529,1,4,0.25,11,15,0.733,2,9,11,8,1,0,1,0,30,29.8,14,+8,W
0,71,71,2009-03-25,24-085,CLE,0,NJN,1,39:06,7,14,0.5,1,1,1.0,7,7,1.0,1,7,8,11,1,0,1,0,22,25.5,19,+11,W
0,72,72,2009-03-27,24-087,CLE,0,MIN,1,33:36,8,14,0.5710000000000001,2,3,0.667,7,10,0.7,2,10,12,7,0,0,5,0,25,21.5,25,+22,W
0,73,73,2009-03-29,24-089,CLE,0,DAL,1,31:19,9,22,0.409,2,4,0.5,4,5,0.8,1,5,6,12,1,2,0,0,24,24.8,15,+28,W
0,74,74,2009-03-31,24-091,CLE,0,DET,1,40:36,9,24,0.375,0,2,0.0,7,8,0.875,1,11,12,3,3,1,1,0,25,20.2,10,+6,W
0,75,75,2009-04-02,24-093,CLE,1,WAS,1,38:20,11,18,0.611,4,8,0.5,5,7,0.7140000000000001,1,8,9,6,0,0,6,1,31,22.9,-13,-8,L
0,76,76,2009-04-03,24-094,CLE,1,ORL,1,32:00,7,20,0.35,2,5,0.4,10,10,1.0,1,8,9,5,1,0,2,1,26,20.0,-26,-29,L
0,77,77,2009-04-05,24-096,CLE,0,SAS,1,36:43,14,21,0.667,2,5,0.4,8,8,1.0,0,7,7,6,1,0,2,1,38,33.8,7,+20,W
0,78,78,2009-04-08,24-099,CLE,0,WAS,1,30:51,7,15,0.467,0,2,0.0,7,8,0.875,0,6,6,7,3,0,2,1,21,20.2,25,+12,W
0,79,79,2009-04-10,24-101,CLE,1,PHI,1,36:34,8,17,0.47100000000000003,1,4,0.25,10,12,0.833,0,2,2,10,0,1,1,4,27,23.2,8,+10,W
0,80,80,2009-04-12,24-103,CLE,0,BOS,1,30:22,9,14,0.643,5,8,0.625,6,6,1.0,0,4,4,7,1,1,5,1,29,25.2,21,+31,W
0,81,81,2009-04-13,24-104,CLE,1,IND,1,38:42,12,23,0.522,2,7,0.28600000000000003,11,14,0.7859999999999999,0,5,5,5,1,0,5,1,37,25.1,8,+8,W
0,1,1,2009-10-27,24-301,CLE,0,BOS,1,44:55,12,22,0.545,4,9,0.444,10,13,0.769,0,4,4,8,2,4,5,4,38,31.2,0,-6,L
0,2,2,2009-10-28,24-302,CLE,1,TOR,1,39:47,7,19,0.368,1,5,0.2,8,14,0.5710000000000001,2,9,11,12,2,0,4,1,23,20.2,2,-10,L
0,3,3,2009-10-30,24-304,CLE,1,MIN,1,33:26,10,18,0.556,2,3,0.667,2,3,0.667,2,7,9,6,1,1,2,1,24,22.0,17,+17,W
0,4,4,2009-10-31,24-305,CLE,0,CHA,1,37:14,5,11,0.455,0,1,0.0,4,6,0.667,1,6,7,9,0,0,4,1,14,11.9,19,+11,W
0,5,5,2009-11-03,24-308,CLE,0,WAS,1,35:59,7,16,0.43799999999999994,2,7,0.28600000000000003,11,13,0.846,3,5,8,6,3,0,4,0,27,24.6,5,+12,W
0,6,6,2009-11-05,24-310,CLE,0,CHI,1,38:13,9,17,0.529,1,4,0.25,6,9,0.667,0,7,7,6,1,1,3,0,25,20.5,-1,-1,L
0,7,7,2009-11-06,24-311,CLE,1,NYK,1,35:37,12,17,0.706,2,4,0.5,7,9,0.778,0,8,8,9,3,0,7,3,33,28.6,8,+9,W
0,8,8,2009-11-11,24-316,CLE,1,ORL,1,39:07,13,23,0.565,2,3,0.667,8,9,0.889,2,6,8,4,1,0,4,2,36,26.9,7,+9,W
0,9,9,2009-11-12,24-317,CLE,1,MIA,1,38:53,8,20,0.4,2,4,0.5,16,18,0.889,1,3,4,7,2,1,2,2,34,28.8,6,+7,W
0,10,10,2009-11-14,24-319,CLE,0,UTA,1,37:33,6,15,0.4,0,3,0.0,9,12,0.75,0,6,6,9,2,1,2,1,21,20.1,6,+4,W
0,11,11,2009-11-17,24-322,CLE,0,GSW,1,38:32,11,19,0.579,1,5,0.2,8,10,0.8,0,5,5,12,1,2,2,2,31,30.8,8,+6,W
0,12,12,2009-11-18,24-323,CLE,1,WAS,1,35:08,12,20,0.6,3,7,0.429,7,8,0.875,0,2,2,9,2,0,6,4,34,25.7,-12,-17,L
0,13,13,2009-11-20,24-325,CLE,1,IND,1,37:53,13,25,0.52,1,3,0.33299999999999996,13,14,0.929,2,7,9,7,1,1,2,1,40,35.0,4,+10,W
0,14,14,2009-11-21,24-326,CLE,0,PHI,1,38:32,13,20,0.65,2,4,0.5,4,6,0.667,0,7,7,9,0,0,5,3,32,24.6,11,+6,W
0,15,15,2009-11-25,24-330,CLE,1,DET,1,38:49,12,24,0.5,1,4,0.25,9,11,0.818,1,7,8,7,1,0,5,2,34,24.1,12,+10,W
0,16,16,2009-11-27,24-332,CLE,1,CHA,1,38:01,10,19,0.526,2,7,0.28600000000000003,3,4,0.75,0,6,6,4,0,0,6,4,25,12.3,3,-7,L
0,17,17,2009-11-28,24-333,CLE,0,DAL,1,36:21,10,20,0.5,0,2,0.0,5,7,0.7140000000000001,0,5,5,12,0,0,1,2,25,22.3,8,+16,W
0,18,18,2009-12-02,24-337,CLE,0,PHO,1,34:37,6,15,0.4,0,3,0.0,0,0,,1,7,8,10,1,1,3,0,12,12.4,19,+17,W
0,19,19,2009-12-04,24-339,CLE,0,CHI,1,34:12,8,17,0.47100000000000003,1,3,0.33299999999999996,6,10,0.6,0,6,6,11,0,0,1,1,23,20.8,19,+14,W
0,20,20,2009-12-06,24-341,CLE,1,MIL,1,32:18,4,10,0.4,0,0,,6,7,0.857,1,4,5,10,1,1,5,2,14,13.0,8,+15,W
0,21,21,2009-12-08,24-343,CLE,1,MEM,1,44:47,14,29,0.483,4,11,0.364,11,12,0.917,4,9,13,6,0,1,5,2,43,32.5,6,-2,L
0,22,22,2009-12-09,24-344,CLE,1,HOU,1,39:40,8,21,0.381,2,4,0.5,9,10,0.9,1,5,6,7,1,1,5,2,27,18.1,-13,-10,L
0,23,23,2009-12-11,24-346,CLE,0,POR,1,37:36,14,24,0.583,1,2,0.5,4,6,0.667,1,6,7,7,1,2,4,1,33,26.4,8,+5,W
0,24,24,2009-12-13,24-348,CLE,1,OKC,1,38:35,16,29,0.552,5,8,0.625,7,10,0.7,0,7,7,6,4,1,1,1,44,38.5,13,+13,W
0,25,25,2009-12-15,24-350,CLE,0,NJN,1,40:28,9,19,0.474,1,5,0.2,4,6,0.667,1,5,6,7,2,0,6,3,23,14.4,7,+10,W
0,26,26,2009-12-16,24-351,CLE,1,PHI,1,40:17,12,26,0.462,3,6,0.5,9,11,0.818,1,5,6,7,3,1,3,2,36,28.8,10,+7,W
0,27,27,2009-12-18,24-353,CLE,0,MIL,1,38:22,6,13,0.462,2,4,0.5,12,14,0.857,1,9,10,8,0,3,6,1,26,23.2,3,+3,W
0,28,28,2009-12-20,24-355,CLE,1,DAL,1,43:05,9,23,0.391,2,6,0.33299999999999996,5,7,0.7140000000000001,0,3,3,6,2,2,2,3,25,17.0,-5,-7,L
0,29,29,2009-12-21,24-356,CLE,1,PHO,1,38:26,11,21,0.524,1,3,0.33299999999999996,6,6,1.0,1,5,6,4,2,0,3,3,29,21.5,26,+18,W
0,30,30,2009-12-23,24-358,CLE,1,SAC,1,43:41,14,30,0.467,1,4,0.25,5,7,0.7140000000000001,4,12,16,10,0,0,2,1,34,28.8,26,+13,W
0,31,31,2009-12-25,24-360,CLE,1,LAL,1,40:44,9,19,0.474,2,7,0.28600000000000003,6,11,0.545,0,4,4,9,2,1,7,3,26,16.3,8,+15,W
0,32,32,2009-12-27,24-362,CLE,0,HOU,1,29:26,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,0,29,28.6,16,+25,W
0,33,33,2009-12-29,24-364,CLE,1,ATL,1,39:36,6,20,0.3,0,5,0.0,2,3,0.667,1,7,8,10,5,1,4,2,14,12.7,6,+11,W
0,34,34,2009-12-30,25-000,CLE,0,ATL,1,43:12,15,23,0.652,4,6,0.667,14,16,0.875,3,7,10,6,2,2,3,3,48,44.7,7,+5,W
0,35,35,2010-01-02,25-003,CLE,1,NJN,1,36:27,7,16,0.43799999999999994,1,4,0.25,13,15,0.867,1,8,9,7,1,2,1,0,28,28.2,10,+8,W
0,36,36,2010-01-03,25-004,CLE,0,CHA,1,42:51,13,21,0.619,2,6,0.33299999999999996,1,2,0.5,0,7,7,6,1,1,1,3,29,24.9,-2,-3,L
0,37,37,2010-01-06,25-007,CLE,0,WAS,1,30:50,7,12,0.583,1,4,0.25,8,11,0.727,2,5,7,8,1,2,1,0,23,26.1,16,+23,W
0,38,38,2010-01-08,25-009,CLE,1,DEN,1,41:18,12,28,0.429,2,8,0.25,9,13,0.6920000000000001,2,4,6,7,1,0,8,1,35,18.7,6,-2,L
0,39,39,2010-01-10,25-011,CLE,1,POR,1,45:16,13,19,0.684,3,4,0.75,12,14,0.857,0,10,10,8,0,1,3,1,41,38.0,16,+12,W
0,40,40,2010-01-11,25-012,CLE,1,GSW,1,41:37,12,23,0.522,1,4,0.25,12,14,0.857,1,7,8,11,2,4,2,1,37,37.8,12,+3,W
0,41,41,2010-01-14,25-015,CLE,1,UTA,1,40:25,12,20,0.6,4,6,0.667,8,12,0.667,1,8,9,6,5,1,5,1,36,32.8,7,-1,L
0,42,42,2010-01-16,25-017,CLE,1,LAC,1,38:54,12,20,0.6,3,6,0.5,5,7,0.7140000000000001,2,2,4,4,2,1,5,3,32,23.3,-1,+1,W
0,43,43,2010-01-19,25-020,CLE,0,TOR,1,41:01,8,18,0.444,0,7,0.0,12,14,0.857,0,9,9,11,3,3,3,1,28,29.9,12,+8,W
0,44,44,2010-01-21,25-022,CLE,0,LAL,1,40:24,13,25,0.52,1,9,0.111,10,13,0.769,0,5,5,9,2,1,4,3,37,28.8,5,+6,W
0,45,45,2010-01-23,25-024,CLE,0,OKC,1,42:38,9,19,0.474,6,10,0.6,13,19,0.684,0,9,9,12,1,1,6,2,37,30.9,-1,+1,W
0,46,46,2010-01-25,25-026,CLE,1,MIA,1,38:31,9,23,0.391,2,9,0.222,12,17,0.706,0,9,9,4,1,0,4,3,32,18.8,1,+1,W
0,47,47,2010-01-27,25-028,CLE,0,MIN,1,30:33,3,8,0.375,1,3,0.33299999999999996,5,6,0.833,0,6,6,11,1,1,3,1,12,15.0,16,+14,W
0,48,48,2010-01-29,25-030,CLE,1,IND,1,35:39,6,18,0.33299999999999996,0,4,0.0,10,17,0.588,0,9,9,13,2,4,5,2,22,19.8,22,+21,W
0,49,49,2010-01-31,25-032,CLE,0,LAC,1,39:55,10,20,0.5,5,6,0.833,7,8,0.875,1,2,3,11,1,0,1,1,32,30.2,15,+25,W
0,50,50,2010-02-02,25-034,CLE,0,MEM,1,37:07,7,14,0.5,1,4,0.25,7,7,1.0,1,5,6,15,1,1,4,2,22,24.6,19,+16,W
0,51,51,2010-02-04,25-036,CLE,0,MIA,1,40:06,9,16,0.563,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,36,32.9,20,+16,W
0,52,52,2010-02-06,25-038,CLE,0,NYK,1,43:51,17,31,0.5479999999999999,6,12,0.5,7,7,1.0,1,7,8,8,5,0,5,2,47,39.7,4,+7,W
0,53,53,2010-02-09,25-041,CLE,0,NJN,1,42:21,13,21,0.619,1,4,0.25,5,9,0.556,0,3,3,11,1,0,3,0,32,27.5,-2,+7,W
0,54,54,2010-02-11,25-043,CLE,0,ORL,1,45:05,10,21,0.47600000000000003,2,6,0.33299999999999996,10,12,0.833,1,7,8,13,2,0,3,2,32,30.6,16,+9,W
0,55,55,2010-02-18,25-050,CLE,0,DEN,1,47:00,15,33,0.455,1,9,0.111,12,17,0.706,1,12,13,15,2,4,3,1,43,40.1,-5,-2,L
0,56,56,2010-02-19,25-051,CLE,1,CHA,1,35:30,6,14,0.429,2,6,0.33299999999999996,8,10,0.8,1,2,3,9,4,0,2,2,22,22.6,-2,-17,L
0,57,57,2010-02-21,25-053,CLE,1,ORL,1,39:23,12,25,0.48,1,6,0.16699999999999998,8,12,0.667,0,9,9,6,2,1,5,0,33,23.3,-9,-6,L
0,58,58,2010-02-23,25-055,CLE,0,NOH,1,44:07,7,16,0.43799999999999994,2,6,0.33299999999999996,4,4,1.0,1,4,5,13,2,0,0,0,20,24.6,17,+10,W
0,59,59,2010-02-25,25-057,CLE,1,BOS,1,35:57,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,2,36,28.7,9,+20,W
0,60,60,2010-02-26,25-058,CLE,1,TOR,1,44:24,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,2,36,36.0,8,+8,W
0,61,61,2010-03-01,25-061,CLE,0,NYK,1,31:14,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,22,20.3,39,+31,W
0,62,62,2010-03-03,25-063,CLE,1,NJN,1,40:41,10,18,0.556,0,4,0.0,6,7,0.857,2,5,7,14,3,1,3,1,26,30.0,18,+19,W
0,63,63,2010-03-05,25-065,CLE,0,DET,1,41:52,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,1,40,36.0,12,+7,W
0,64,64,2010-03-12,25-072,CLE,1,PHI,1,42:06,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,23,20.9,2,+5,W
0,65,65,2010-03-14,25-074,CLE,0,BOS,1,38:52,9,21,0.429,1,3,0.33299999999999996,11,16,0.688,3,5,8,7,2,3,2,2,30,26.7,3,+11,W
0,66,66,2010-03-16,25-076,CLE,1,DET,1,43:07,10,22,0.455,1,3,0.33299999999999996,8,11,0.727,2,10,12,12,1,1,4,0,29,26.9,13,+12,W
0,67,67,2010-03-17,25-077,CLE,0,IND,1,38:43,11,24,0.45799999999999996,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,32,25.8,14,+5,W
0,68,68,2010-03-19,25-079,CLE,1,CHI,1,37:31,9,21,0.429,0,3,0.0,11,12,0.917,1,10,11,7,2,2,5,1,29,24.1,5,+7,W
0,69,69,2010-03-21,25-081,CLE,0,DET,1,30:48,5,9,0.556,2,3,0.667,3,3,1.0,0,3,3,7,0,1,0,0,15,17.2,17,+25,W
0,70,70,2010-03-24,25-084,CLE,1,NOH,1,40:45,15,22,0.682,1,5,0.2,7,8,0.875,2,4,6,9,1,0,3,2,38,34.3,9,+13,W
0,71,71,2010-03-26,25-086,CLE,1,SAS,1,39:18,11,21,0.524,1,6,0.16699999999999998,4,7,0.5710000000000001,0,5,5,10,2,0,5,2,27,20.2,-5,-5,L
0,72,72,2010-03-28,25-088,CLE,0,SAC,1,39:05,13,22,0.591,3,6,0.5,5,6,0.833,1,6,7,8,3,0,3,2,34,30.7,8,+7,W
0,73,73,2010-03-31,25-091,CLE,0,MIL,1,39:05,7,17,0.41200000000000003,0,1,0.0,9,13,0.6920000000000001,1,8,9,7,1,1,4,2,23,17.2,10,+3,W
0,74,74,2010-04-02,25-093,CLE,0,ATL,1,38:22,11,20,0.55,1,3,0.33299999999999996,4,7,0.5710000000000001,0,13,13,6,2,0,2,1,27,23.9,11,+5,W
0,75,75,2010-04-04,25-095,CLE,1,BOS,1,44:32,14,31,0.452,0,9,0.0,14,22,0.636,1,6,7,9,1,1,3,0,42,30.2,-1,-4,L
0,76,76,2010-04-06,25-097,CLE,0,TOR,1,35:34,5,13,0.385,0,2,0.0,9,10,0.9,0,6,6,13,0,1,4,1,19,18.7,19,+12,W
0,1,1,2010-10-26,25-300,MIA,1,BOS,1,42:39,10,21,0.47600000000000003,3,6,0.5,8,12,0.667,0,4,4,3,1,2,8,1,31,16.0,1,-8,L
0,2,2,2010-10-27,25-301,MIA,1,PHI,1,37:33,5,12,0.41700000000000004,0,2,0.0,6,6,1.0,0,6,6,7,2,1,9,1,16,9.6,6,+10,W
0,3,3,2010-10-29,25-303,MIA,0,ORL,1,30:02,6,13,0.462,2,3,0.667,1,2,0.5,0,6,6,7,0,0,3,4,15,10.0,13,+26,W
0,4,4,2010-10-31,25-305,MIA,1,NJN,1,28:57,5,12,0.41700000000000004,0,4,0.0,10,12,0.833,0,7,7,7,2,0,5,3,20,15.6,18,+23,W
0,5,5,2010-11-02,25-307,MIA,0,MIN,1,32:26,7,12,0.583,0,2,0.0,6,8,0.75,0,0,0,12,2,1,1,0,20,23.7,32,+32,W
0,6,6,2010-11-05,25-310,MIA,1,NOH,1,41:12,6,16,0.375,1,2,0.5,7,8,0.875,0,7,7,10,3,1,3,0,20,20.6,-6,-3,L
0,7,7,2010-11-06,25-311,MIA,0,NJN,1,33:35,9,16,0.563,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,1,23,19.4,11,+12,W
0,8,8,2010-11-09,25-314,MIA,0,UTA,1,46:44,5,18,0.278,0,1,0.0,10,11,0.909,2,9,11,14,1,3,2,3,20,22.8,4,-2,L
0,9,9,2010-11-11,25-316,MIA,0,BOS,1,44:28,9,21,0.429,0,5,0.0,17,22,0.773,0,10,10,9,3,0,4,3,35,29.0,0,-5,L
0,10,10,2010-11-13,25-318,MIA,0,TOR,1,39:20,8,21,0.381,0,1,0.0,7,11,0.636,1,1,2,11,2,0,3,0,23,17.6,11,+9,W
0,11,11,2010-11-17,25-322,MIA,0,PHO,1,23:03,9,15,0.6,0,2,0.0,2,3,0.667,3,5,8,9,3,0,3,5,20,20.6,24,+27,W
0,12,12,2010-11-19,25-324,MIA,0,CHA,1,39:29,12,25,0.48,2,5,0.4,6,7,0.857,0,2,2,5,2,0,4,1,32,20.6,4,+8,W
0,13,13,2010-11-20,25-325,MIA,1,MEM,1,42:06,11,23,0.478,2,4,0.5,5,6,0.833,0,3,3,11,1,0,4,2,29,21.7,-1,-2,L
0,14,14,2010-11-22,25-327,MIA,0,IND,1,41:34,6,14,0.429,2,8,0.25,11,15,0.733,0,5,5,6,1,0,6,3,25,15.5,-1,-16,L
0,15,15,2010-11-24,25-329,MIA,1,ORL,1,40:44,9,18,0.5,1,3,0.33299999999999996,6,8,0.75,1,5,6,4,1,0,3,3,25,17.0,-15,-9,L
0,16,16,2010-11-26,25-331,MIA,0,PHI,1,40:34,5,15,0.33299999999999996,1,5,0.2,9,11,0.818,1,7,8,6,2,1,2,1,20,18.0,11,+9,W
0,17,17,2010-11-27,25-332,MIA,1,DAL,1,36:04,5,19,0.263,0,4,0.0,13,15,0.867,2,6,8,4,1,0,5,3,23,11.7,-14,-11,L
0,18,18,2010-11-29,25-334,MIA,0,WAS,1,38:11,10,18,0.556,1,1,1.0,9,11,0.818,1,5,6,5,1,1,7,3,30,19.8,3,+11,W
0,19,19,2010-12-01,25-336,MIA,0,DET,1,31:14,8,15,0.5329999999999999,1,1,1.0,1,2,0.5,2,4,6,3,1,0,4,0,18,12.0,17,+25,W
0,20,20,2010-12-02,25-337,MIA,1,CLE,1,30:02,15,25,0.6,2,7,0.28600000000000003,6,9,0.667,0,5,5,8,1,1,0,1,38,33.7,26,+28,W
0,21,21,2010-12-04,25-339,MIA,0,ATL,1,37:19,5,11,0.455,1,1,1.0,11,13,0.846,0,7,7,4,1,1,2,1,22,19.7,7,+12,W
0,22,22,2010-12-06,25-341,MIA,1,MIL,1,38:41,7,16,0.43799999999999994,1,3,0.33299999999999996,2,4,0.5,0,6,6,6,1,1,1,5,17,12.5,17,+10,W
0,23,23,2010-12-08,25-343,MIA,1,UTA,1,39:26,12,20,0.6,3,5,0.6,6,7,0.857,1,6,7,9,0,0,2,4,33,28.6,0,+13,W
0,24,24,2010-12-10,25-345,MIA,1,GSW,1,30:43,10,18,0.556,3,4,0.75,2,3,0.667,0,7,7,9,1,1,4,1,25,21.7,22,+22,W
0,25,25,2010-12-11,25-346,MIA,1,SAC,1,35:11,10,19,0.526,2,3,0.667,3,5,0.6,1,9,10,3,2,0,3,1,25,19.0,15,+21,W
0,26,26,2010-12-13,25-348,MIA,0,NOH,1,40:18,6,16,0.375,0,3,0.0,8,10,0.8,1,3,4,7,0,0,5,2,20,11.1,11,+12,W
0,27,27,2010-12-15,25-350,MIA,0,CLE,1,38:31,5,15,0.33299999999999996,0,4,0.0,11,18,0.611,2,11,13,5,1,0,4,1,21,14.5,0,+6,W
0,28,28,2010-12-17,25-352,MIA,1,NYK,1,38:13,14,23,0.609,3,6,0.5,1,3,0.33299999999999996,1,10,11,10,1,0,5,1,32,27.0,31,+22,W
0,29,29,2010-12-18,25-353,MIA,1,WAS,1,40:31,9,19,0.474,3,7,0.429,11,12,0.917,1,6,7,6,1,0,4,3,32,24.4,6,+1,W
0,30,30,2010-12-20,25-355,MIA,0,DAL,1,36:05,6,17,0.353,2,4,0.5,5,7,0.7140000000000001,3,7,10,7,0,0,5,4,19,11.2,-20,-2,L
0,31,31,2010-12-23,25-358,MIA,1,PHO,1,37:23,13,22,0.591,2,5,0.4,8,8,1.0,1,5,6,4,3,0,5,5,36,26.8,4,+12,W
0,32,32,2010-12-25,25-360,MIA,1,LAL,1,38:11,8,14,0.5710000000000001,5,6,0.833,6,6,1.0,1,10,11,10,4,0,1,2,27,33.3,15,+16,W
0,33,33,2010-12-28,25-363,MIA,0,NYK,1,40:25,8,17,0.47100000000000003,1,2,0.5,1,3,0.33299999999999996,0,10,10,8,0,0,3,3,18,12.9,17,+8,W
0,34,34,2010-12-29,25-364,MIA,1,HOU,1,39:09,8,15,0.5329999999999999,0,4,0.0,4,4,1.0,0,6,6,9,1,0,3,3,20,17.6,16,+6,W
0,35,35,2011-01-01,26-002,MIA,0,GSW,1,41:31,7,15,0.467,0,3,0.0,11,17,0.647,2,5,7,10,1,1,3,1,25,23.1,6,+7,W
0,36,36,2011-01-03,26-004,MIA,1,CHA,1,36:34,15,26,0.5770000000000001,2,4,0.5,6,6,1.0,0,9,9,5,1,0,3,3,38,28.8,20,+14,W
0,37,37,2011-01-04,26-005,MIA,0,MIL,1,36:35,8,15,0.5329999999999999,0,0,,9,11,0.818,1,5,6,9,0,2,2,2,25,24.0,10,+12,W
0,38,38,2011-01-07,26-008,MIA,1,MIL,1,45:16,8,23,0.348,1,4,0.25,9,11,0.818,1,9,10,5,6,1,5,2,26,20.1,7,+6,W
0,39,39,2011-01-09,26-010,MIA,1,POR,1,46:11,17,26,0.654,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,4,44,35.1,5,+7,W
0,40,40,2011-01-12,26-013,MIA,1,LAC,1,39:44,11,24,0.45799999999999996,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,1,27,17.4,-3,-6,L
0,41,41,2011-01-18,26-019,MIA,0,ATL,1,44:17,11,30,0.36700000000000005,2,10,0.2,10,11,0.909,2,8,10,7,2,0,6,3,34,20.5,-5,-4,L
0,42,42,2011-01-22,26-023,MIA,0,TOR,1,38:00,14,29,0.483,1,3,0.33299999999999996,9,14,0.643,1,10,11,6,2,1,1,2,38,30.1,13,+17,W
0,43,43,2011-01-27,26-028,MIA,1,NYK,1,42:32,7,24,0.292,0,2,0.0,10,12,0.833,2,9,11,5,2,2,4,3,24,15.0,5,-5,L
0,44,44,2011-01-28,26-029,MIA,0,DET,1,44:19,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,1,39,34.0,4,+1,W
0,45,45,2011-01-30,26-031,MIA,1,OKC,1,40:13,7,14,0.5,2,5,0.4,7,11,0.636,0,4,4,13,4,3,4,3,23,25.6,6,+5,W
0,46,46,2011-01-31,26-032,MIA,0,CLE,1,31:22,7,14,0.5,0,0,,10,11,0.909,1,3,4,8,0,2,2,1,24,22.8,20,+27,W
0,47,47,2011-02-03,26-035,MIA,1,ORL,1,42:39,17,25,0.68,3,5,0.6,14,17,0.8240000000000001,2,9,11,8,1,1,3,2,51,46.7,2,+4,W
0,48,48,2011-02-04,26-036,MIA,1,CHA,1,36:39,7,13,0.5379999999999999,0,3,0.0,5,6,0.833,1,7,8,9,0,0,3,3,19,17.2,10,+12,W
0,49,49,2011-02-06,26-038,MIA,0,LAC,1,35:37,6,15,0.4,0,2,0.0,0,2,0.0,1,5,6,4,4,0,6,2,12,5.3,15,+18,W
0,50,50,2011-02-08,26-040,MIA,0,IND,1,41:44,15,23,0.652,2,5,0.4,9,13,0.6920000000000001,3,10,13,8,3,1,4,1,41,39.3,18,+5,W
0,51,51,2011-02-11,26-043,MIA,1,DET,1,34:43,7,17,0.41200000000000003,0,2,0.0,2,3,0.667,0,8,8,10,4,0,3,0,16,16.9,15,+14,W
0,52,52,2011-02-13,26-045,MIA,1,BOS,1,43:28,10,21,0.47600000000000003,0,2,0.0,2,3,0.667,1,6,7,7,1,0,4,2,22,14.5,1,-3,L
0,53,53,2011-02-15,26-047,MIA,1,IND,1,40:55,11,20,0.55,1,3,0.33299999999999996,4,6,0.667,1,5,6,5,2,2,5,1,27,20.3,9,+7,W
0,54,54,2011-02-16,26-048,MIA,1,TOR,1,37:38,8,18,0.444,0,2,0.0,7,10,0.7,3,10,13,8,0,0,5,1,23,17.7,6,+8,W
0,55,55,2011-02-22,26-054,MIA,0,SAC,1,30:24,14,26,0.5379999999999999,3,6,0.5,0,3,0.0,2,6,8,3,0,0,3,4,31,17.9,18,+20,W
0,56,56,2011-02-24,26-056,MIA,1,CHI,1,41:26,12,21,0.5710000000000001,0,4,0.0,5,6,0.833,0,10,10,5,2,1,2,1,29,25.5,3,-4,L
0,57,57,2011-02-25,26-057,MIA,0,WAS,1,42:46,5,11,0.455,0,1,0.0,15,19,0.789,1,8,9,7,1,3,1,2,25,27.0,-4,+8,W
0,58,58,2011-02-27,26-059,MIA,0,NYK,1,39:08,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,2,27,19.7,-3,-5,L
0,59,59,2011-03-03,26-063,MIA,0,ORL,1,39:56,11,16,0.688,0,2,0.0,7,7,1.0,2,4,6,4,0,2,2,2,29,26.2,0,-3,L
0,60,60,2011-03-04,26-064,MIA,1,SAS,1,36:08,11,19,0.579,1,3,0.33299999999999996,3,7,0.429,3,5,8,7,1,0,4,2,26,20.2,-16,-30,L
0,61,61,2011-03-06,26-066,MIA,0,CHI,1,41:50,10,18,0.556,1,2,0.5,5,6,0.833,3,5,8,6,2,0,2,2,26,24.0,-4,-1,L
0,62,62,2011-03-08,26-068,MIA,0,POR,1,45:32,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,3,31,26.5,-2,-9,L
0,63,63,2011-03-10,26-070,MIA,0,LAL,1,42:16,7,17,0.41200000000000003,0,3,0.0,5,7,0.7140000000000001,1,7,8,9,1,0,1,1,19,17.8,8,+6,W
0,64,64,2011-03-12,26-072,MIA,0,MEM,1,31:55,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,5,1,2,3,1,27,23.8,17,+33,W
0,65,65,2011-03-14,26-074,MIA,0,SAS,1,41:31,8,19,0.42100000000000004,0,1,0.0,5,5,1.0,0,6,6,8,0,2,2,3,21,16.5,22,+30,W
